Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
808.14,372,2.1,2.98,1108.56,10.07
750.78,404,4.8,4.71,1902.84,5.28
192.68,486,0.4,0.94,456.84,13.22
217.26,182,7.7,0.47,85.54,2.06
376.77,25,3.5,1.12,28.0,1.05
489.68,156,49.8,1.88,293.28,3.52
622.07,5,14.5,5.05,25.25,4.65
375.22,120,7.5,8.49,1018.8,2.14
467.91,277,12.1,2.36,653.72,1.45
750.0,18,46.8,9.35,168.3,11.46
46.32,431,26.1,9.55,4116.05,2.88
259.91,198,18.3,9.59,1898.82,13.75
716.22,57,43.7,8.38,477.66,5.84
896.25,93,19.8,3.64,338.52,10.22
516.56,19,16.8,0.74,14.06,3.77
536.79,384,10.4,5.69,2184.96,3.98
116.1,353,19.0,5.59,1973.27,8.83
452.94,193,15.9,8.5,1640.5,8.63
537.29,237,33.9,9.96,2360.52,11.65
250.05,387,14.6,5.09,1969.83,11.49
276.55,426,28.9,3.46,1473.96,10.22
383.51,277,3.4,1.87,517.99,7.01
29.87,227,9.6,0.06,13.62,13.41
328.86,233,20.4,5.1,1188.3,9.53
219.33,40,46.9,5.56,222.4,14.86
334.22,323,18.9,8.25,2664.75,12.38
128.56,153,33.2,5.05,772.65,1.14
891.62,127,12.8,9.17,1164.59,5.15
597.66,237,6.4,6.28,1488.36,8.79
682.31,486,3.0,8.4,4082.4,10.96
791.28,493,15.3,1.49,734.57,8.48
503.46,55,8.0,8.55,470.25,11.9
96.05,468,8.8,6.75,3159.0,4.6
541.74,436,38.1,1.71,745.56,3.17
590.97,172,0.9,1.91,328.52,1.28
747.99,109,27.9,9.27,1010.43,8.81
437.34,354,19.0,0.33,116.82,10.48
136.3,469,25.4,4.63,2171.47,5.23
290.94,184,28.2,3.14,577.76,9.4
369.45,439,15.7,6.65,2919.35,1.26
649.46,368,14.8,8.4,3091.2,1.94
575.07,471,36.7,3.61,1700.31,10.68
362.54,198,43.6,4.27,845.46,5.84
986.65,371,9.7,9.82,3643.22,10.23
609.72,373,5.0,7.84,2924.32,12.56
244.85,461,44.9,8.97,4135.17,12.86
110.76,497,17.6,4.39,2181.83,3.0
161.33,87,27.6,2.35,204.45,7.55
253.5,201,18.0,4.12,828.12,11.14
169.07,337,6.4,7.16,2412.92,11.72
194.7,322,29.5,1.1,354.2,11.88
292.24,275,26.3,2.71,745.25,3.81
181.64,211,10.2,0.48,101.28,3.29
897.8,391,22.6,4.33,1693.03,9.06
89.43,118,39.9,8.28,977.04,11.25
529.27,191,29.6,0.26,49.66,5.13
416.29,42,4.9,6.76,283.92,2.02
982.55,42,27.4,9.33,391.86,10.89
120.92,315,35.2,2.38,749.7,4.85
403.88,276,39.7,6.94,1915.44,2.91
969.78,329,31.5,9.75,3207.75,2.64
866.85,17,7.7,9.62,163.54,5.07
818.9,283,35.5,2.36,667.88,9.09
265.32,431,33.9,1.01,435.31,5.7
179.18,258,1.3,1.49,384.42,0.8
671.96,63,20.6,7.02,442.26,1.91
930.08,62,16.7,7.26,450.12,4.71
561.2,100,33.5,6.75,675.0,10.07
575.9,19,10.9,3.37,64.03,1.93
287.18,17,29.6,1.71,29.07,8.63
771.8,325,45.7,5.81,1888.25,2.24
195.17,423,39.9,4.84,2047.32,3.57
330.44,466,46.1,7.29,3397.14,3.0
431.18,373,48.9,4.42,1648.66,1.47
512.53,246,0.6,3.39,833.94,10.23
249.99,251,31.2,2.94,737.94,7.22
123.69,455,20.7,2.12,964.6,12.55
614.51,81,43.0,2.66,215.46,1.93
295.74,39,12.7,0.96,37.44,2.6
585.43,36,49.1,3.48,125.28,4.94
162.82,424,30.7,0.38,161.12,11.61
486.33,429,39.7,1.87,802.23,4.93
537.26,388,4.4,7.47,2898.36,6.42
61.31,486,9.3,3.26,1584.36,4.87
343.24,409,37.9,6.69,2736.21,1.66
143.07,197,1.2,7.17,1412.49,14.12
72.74,158,40.9,5.82,919.56,8.45
990.06,204,0.8,9.59,1956.36,11.92
329.13,196,32.9,0.22,43.12,10.05
811.78,216,18.3,7.39,1596.24,7.96
262.09,285,30.6,9.59,2733.15,1.8
684.69,457,34.8,8.62,3939.34,9.82
762.63,196,17.2,1.69,331.24,2.75
599.68,307,5.5,3.27,1003.89,6.51
476.86,152,3.6,1.73,262.96,9.62
417.72,14,29.5,6.02,84.28,11.84
355.38,325,26.1,7.12,2314.0,10.43
930.23,146,37.1,3.18,464.28,10.24
832.31,426,25.5,5.4,2300.4,2.66
965.38,57,21.2,6.91,393.87,5.52
133.05,211,20.0,4.22,890.42,1.12
733.56,268,1.4,8.54,2288.72,10.93
938.96,210,16.8,7.72,1621.2,14.31
189.42,17,48.8,0.66,11.22,4.33
75.83,286,43.7,6.22,1778.92,1.77
743.71,344,16.5,2.36,811.84,7.4
578.73,203,29.4,5.58,1132.74,12.92
843.41,99,42.4,9.57,947.43,8.5
148.37,279,22.1,8.79,2452.41,1.18
797.31,209,1.0,4.05,846.45,14.63
209.61,129,3.8,2.92,376.68,12.52
172.02,335,25.6,2.35,787.25,2.41
172.62,288,48.5,5.33,1535.04,13.87
816.43,252,34.7,1.15,289.8,7.03
668.55,265,3.6,5.5,1457.5,5.89
527.83,271,9.5,0.02,5.42,7.19
365.24,412,38.6,3.25,1339.0,12.6
878.43,408,42.1,2.21,901.68,10.06
398.52,188,30.9,9.71,1825.48,1.36
818.43,419,32.3,7.28,3050.32,14.39
444.74,214,1.5,3.5,749.0,2.64
383.17,283,41.4,0.94,266.02,11.31
468.05,211,39.4,5.17,1090.87,9.72
308.36,365,13.0,2.14,781.1,3.22
750.13,76,35.5,5.37,408.12,2.98
507.69,148,10.8,8.36,1237.28,13.12
239.89,321,2.1,6.16,1977.36,6.59
900.58,213,10.1,6.34,1350.42,9.99
390.05,433,9.0,5.41,2342.53,7.81
548.12,109,17.0,9.27,1010.43,11.05
907.41,129,21.0,9.32,1202.28,7.45
628.0,10,25.5,5.13,51.3,4.67
125.73,47,23.9,3.06,143.82,5.77
940.43,379,13.6,4.6,1743.4,12.96
631.43,315,1.6,1.87,589.05,7.29
341.56,96,30.3,6.37,611.52,3.6
147.88,446,19.8,5.01,2234.46,14.05
796.08,103,15.0,1.04,107.12,12.05
623.87,380,43.4,1.98,752.4,1.31
538.13,342,37.4,4.8,1641.6,14.98
894.95,146,42.9,8.88,1296.48,10.58
790.71,368,24.8,5.67,2086.56,2.82
160.16,430,6.6,6.82,2932.6,3.94
318.6,416,34.8,3.4,1414.4,10.54
256.0,27,10.4,5.72,154.44,11.81
746.51,220,22.1,4.48,985.6,3.97
43.2,18,3.3,6.59,118.62,4.23
574.19,167,41.3,0.52,86.84,4.95
764.83,433,6.4,4.94,2139.02,9.17
878.0,477,45.2,2.97,1416.69,2.99
348.66,82,43.2,3.27,268.14,2.01
823.04,428,23.3,9.61,4113.08,10.34
119.53,72,37.2,1.84,132.48,11.8
847.99,310,31.0,3.12,967.2,7.76
136.21,479,40.2,5.1,2442.9,5.78
403.31,254,21.6,8.63,2192.02,6.76
799.32,162,39.3,4.17,675.54,6.13
158.42,327,23.2,7.44,2432.88,14.42
236.96,420,47.1,8.57,3599.4,11.64
725.03,402,24.4,3.11,1250.22,3.52
722.84,38,23.2,3.93,149.34,6.07
644.74,443,39.3,3.57,1581.51,8.39
697.01,393,41.1,8.33,3273.69,9.39
547.3,201,27.8,0.45,90.45,7.29
259.28,494,9.1,3.09,1526.46,12.25
352.24,200,23.4,6.8,1360.0,11.63
189.78,255,48.4,5.66,1443.3,7.82
909.37,179,37.7,4.37,782.23,12.89
587.56,35,40.6,5.4,189.0,11.39
406.84,82,1.7,1.98,162.36,11.79
467.39,389,23.4,4.31,1676.59,14.37
947.81,398,32.4,5.02,1997.96,4.36
161.82,220,41.5,9.01,1982.2,4.38
590.37,158,2.6,2.62,413.96,13.39
510.83,4,42.6,8.68,34.72,11.7
615.34,167,27.5,6.45,1077.15,13.93
27.93,468,9.9,0.21,98.28,1.42
873.4,448,15.9,7.25,3248.0,9.6
932.8,409,14.2,0.37,151.33,2.6
569.48,412,26.6,9.97,4107.64,7.81
699.68,204,2.7,8.73,1780.92,2.76
923.27,194,8.0,2.98,578.12,2.36
710.17,235,40.7,2.58,606.3,0.68
161.01,206,6.7,3.82,786.92,9.64
580.53,150,11.7,3.57,535.5,5.71
610.65,159,22.7,3.73,593.07,2.03
429.89,279,25.9,3.19,890.01,5.18
739.08,304,38.2,6.22,1890.88,2.95
935.02,404,22.4,1.65,666.6,14.15
926.31,381,39.5,8.46,3223.26,5.14
456.33,166,31.0,8.13,1349.58,5.34
122.11,311,5.7,4.77,1483.47,12.68
984.99,68,7.9,8.53,580.04,9.89
840.51,463,21.9,2.48,1148.24,10.8
133.42,88,19.9,0.19,16.72,9.72
921.63,217,37.2,6.2,1345.4,14.22
871.2,1,29.1,4.58,4.58,3.5
523.65,135,19.5,5.68,766.8,14.84
595.36,185,8.6,8.99,1663.15,12.55
405.01,351,11.4,9.7,3404.7,9.04
64.21,140,28.8,6.35,889.0,10.1
341.85,106,21.2,7.64,809.84,9.91
804.82,133,25.8,0.85,113.05,1.35
14.59,108,8.6,1.62,174.96,3.66
340.16,178,33.2,7.33,1304.74,14.44
404.19,298,42.6,4.32,1287.36,8.25
542.02,358,13.0,4.47,1600.26,5.99
920.66,380,24.6,3.09,1174.2,11.55
352.88,396,48.8,6.08,2407.68,8.11
353.48,359,16.7,1.86,667.74,0.69
740.13,146,29.8,6.27,915.42,11.18
457.7,450,4.6,1.75,787.5,11.12
232.36,74,30.3,0.65,48.1,2.89
457.92,463,4.6,3.31,1532.53,14.37
149.45,478,48.0,2.32,1108.96,3.75
184.62,108,35.8,8.89,960.12,7.14
503.38,122,39.4,0.56,68.32,2.16
424.74,17,35.2,1.77,30.09,9.25
915.7,196,29.5,5.49,1076.04,5.94
368.77,327,22.6,4.82,1576.14,5.62
584.78,318,42.9,0.47,149.46,12.49
635.94,297,47.8,0.08,23.76,0.64
22.96,479,25.0,9.88,4732.52,12.07
666.9,499,46.6,6.59,3288.41,8.79
186.26,252,29.2,3.66,922.32,14.8
961.46,487,27.0,4.71,2293.77,9.05
157.18,119,22.8,2.67,317.73,1.3
420.48,162,10.5,3.46,560.52,1.23
94.5,198,0.3,6.49,1285.02,13.31
996.91,498,12.2,8.83,4397.34,12.7
507.17,486,25.5,1.85,899.1,5.52
599.43,45,19.1,8.41,378.45,9.46
76.41,314,22.5,1.22,383.08,7.6
752.46,179,49.0,2.16,386.64,14.52
217.81,382,17.6,0.38,145.16,14.27
899.07,418,22.7,1.42,593.56,14.77
213.09,44,6.8,9.17,403.48,13.06
198.78,271,2.5,4.6,1246.6,13.69
46.18,78,38.8,0.79,61.62,3.65
477.35,326,28.6,9.6,3129.6,12.55
569.19,178,38.1,8.79,1564.62,10.78
75.05,357,7.6,7.55,2695.35,14.46
777.77,498,28.6,9.34,4651.32,8.78
458.76,416,12.8,2.21,919.36,1.73
529.15,451,11.5,8.37,3774.87,9.16
446.36,3,0.7,6.9,20.7,10.46
406.76,214,6.6,8.7,1861.8,3.69
564.04,342,15.5,7.97,2725.74,6.21
163.69,74,5.9,3.47,256.78,9.18
190.11,51,49.3,7.75,395.25,5.92
863.17,67,15.5,2.63,176.21,5.94
946.65,332,6.6,3.29,1092.28,2.43
379.58,93,10.0,1.09,101.37,14.14
278.04,176,29.4,9.35,1645.6,11.38
647.56,145,3.3,2.92,423.4,0.52
414.65,7,43.1,5.21,36.47,11.6
35.13,269,48.1,3.92,1054.48,11.23
164.59,376,12.4,9.6,3609.6,0.64
718.81,322,22.6,3.36,1081.92,5.86
662.33,4,1.2,7.79,31.16,9.3
36.83,138,32.1,8.56,1181.28,7.06
229.75,231,20.8,4.36,1007.16,11.78
238.76,88,13.6,3.79,333.52,6.67
675.17,17,10.4,7.48,127.16,2.73
29.51,52,32.7,9.13,474.76,14.66
113.07,134,20.9,7.55,1011.7,4.01
801.92,211,9.1,2.28,481.08,10.91
186.76,325,34.5,8.88,2886.0,2.58
656.22,480,28.3,3.88,1862.4,5.27
245.8,458,42.9,5.77,2642.66,6.91
108.45,393,6.0,8.32,3269.76,3.29
250.74,219,39.3,1.89,413.91,7.02
725.04,205,33.7,7.85,1609.25,2.78
857.14,211,5.8,5.97,1259.67,8.61
831.92,277,34.8,8.93,2473.61,10.12
403.21,24,22.1,1.73,41.52,1.41
671.4,486,47.3,4.21,2046.06,13.13
212.93,4,7.2,8.33,33.32,3.18
300.22,152,32.2,0.2,30.4,3.77
897.37,443,19.2,1.13,500.59,10.09
22.87,483,47.8,9.91,4786.53,7.3
94.65,259,16.6,2.81,727.79,7.74
215.81,324,48.1,9.76,3162.24,2.36
36.27,357,45.1,1.83,653.31,12.18
189.62,168,13.6,3.62,608.16,9.45
587.21,176,40.2,7.53,1325.28,2.46
427.21,310,49.8,6.58,2039.8,5.92
893.74,291,12.7,5.82,1693.62,12.25
819.27,479,21.9,5.3,2538.7,8.74
348.4,56,26.1,8.44,472.64,2.08
266.83,108,14.8,2.36,254.88,5.91
385.9,473,0.9,4.43,2095.39,4.02
594.39,296,11.1,1.56,461.76,8.0
275.38,461,14.2,5.96,2747.56,12.73
627.91,324,22.2,2.51,813.24,6.83
415.32,302,8.6,3.35,1011.7,6.78
556.53,334,43.7,4.72,1576.48,13.63
441.77,141,35.3,0.28,39.48,8.85
301.52,155,4.4,0.93,144.15,8.71
948.97,262,32.5,6.86,1797.32,4.3
765.97,273,32.7,4.3,1173.9,9.31
148.71,420,47.8,8.65,3633.0,8.85
869.78,232,0.3,6.95,1612.4,6.25
492.56,241,12.5,0.09,21.69,14.87
895.61,355,46.4,6.17,2190.35,13.29
801.86,337,46.6,0.95,320.15,11.37
430.96,489,36.1,7.81,3819.09,8.29
32.24,258,38.3,9.92,2559.36,7.2
275.99,249,4.7,5.32,1324.68,3.18
546.22,77,25.7,6.83,525.91,4.93
637.14,180,11.7,2.38,428.4,11.72
265.31,66,9.1,4.38,289.08,7.08
147.96,308,40.5,8.56,2636.48,13.29
836.58,348,6.8,1.68,584.64,2.64
984.56,171,23.5,2.66,454.86,7.87
530.43,474,46.9,4.46,2114.04,9.88
179.96,22,9.4,7.13,156.86,7.99
279.58,367,48.9,3.77,1383.59,13.39
28.21,107,49.7,9.28,992.96,14.85
915.16,439,27.8,0.95,417.05,2.18
126.57,323,8.6,3.71,1198.33,2.38
580.75,227,15.9,7.09,1609.43,2.39
281.31,444,21.3,2.27,1007.88,10.38
558.64,442,15.5,6.57,2903.94,5.9
654.91,396,14.1,1.65,653.4,11.13
831.44,216,48.6,0.57,123.12,6.38
214.36,69,7.8,1.22,84.18,9.6
20.89,84,36.7,9.3,781.2,11.66
145.52,103,0.1,5.52,568.56,8.45
901.02,39,29.8,7.97,310.83,8.32
875.15,13,45.8,3.33,43.29,1.78
601.44,297,14.5,5.93,1761.21,6.46
604.51,313,9.4,4.95,1549.35,8.41
668.39,181,32.6,9.46,1712.26,7.2
183.62,493,35.7,7.48,3687.64,13.56
915.27,268,34.4,7.31,1959.08,13.64
424.58,13,16.0,0.47,6.11,12.42
389.31,120,12.7,5.5,660.0,5.94
523.73,458,47.8,4.68,2143.44,10.9
56.5,353,46.2,9.28,3275.84,6.23
174.62,57,22.9,2.58,147.06,3.87
740.65,40,42.3,2.71,108.4,5.47
91.97,374,22.7,4.12,1540.88,1.53
607.12,336,21.3,2.44,819.84,5.31
252.9,128,7.9,1.3,166.4,7.18
395.4,173,21.4,8.58,1484.34,14.35
295.81,35,26.9,5.59,195.65,5.04
362.12,259,1.2,8.62,2232.58,13.59
721.86,376,22.3,8.31,3124.56,3.82
304.15,5,39.1,2.83,14.15,3.27
570.74,218,34.0,5.48,1194.64,8.03
481.29,11,31.8,0.84,9.24,10.25
667.03,382,45.5,9.15,3495.3,1.14
937.46,327,1.0,4.05,1324.35,3.71
735.25,117,27.9,3.94,460.98,7.11
222.79,184,39.4,3.03,557.52,5.3
40.87,394,27.1,4.61,1816.34,10.83
269.64,362,16.3,2.53,915.86,7.91
599.13,116,6.9,3.75,435.0,2.83
60.91,162,44.4,8.0,1296.0,13.47
501.4,67,23.6,8.34,558.78,4.75
600.87,200,43.9,3.05,610.0,11.1
340.9,31,29.3,4.7,145.7,11.81
773.2,75,33.7,8.74,655.5,14.47
115.53,237,40.2,0.54,127.98,7.73
84.39,327,33.0,8.89,2907.03,9.43
730.91,493,20.0,2.2,1084.6,5.36
500.54,66,25.7,6.79,448.14,10.33
691.52,70,40.2,5.83,408.1,7.22
440.48,297,18.7,5.53,1642.41,6.85
253.94,447,19.5,8.6,3844.2,12.9
820.91,416,4.9,1.02,424.32,1.23
801.42,20,45.7,3.48,69.6,13.29
697.75,441,4.6,5.39,2376.99,12.86
279.42,226,32.4,8.11,1832.86,7.84
594.33,434,20.7,2.17,941.78,7.61
367.36,464,20.3,8.03,3725.92,5.75
100.67,409,34.0,4.0,1636.0,14.92
918.14,396,3.4,1.9,752.4,2.11
145.45,199,29.7,7.59,1510.41,9.06
950.73,39,38.6,0.92,35.88,10.38
451.55,145,41.4,5.15,746.75,14.05
193.28,45,8.6,0.65,29.25,11.81
546.48,395,44.9,3.57,1410.15,9.84
874.22,326,32.8,6.01,1959.26,2.19
734.9,381,44.1,5.57,2122.17,5.92
808.5,407,24.3,4.05,1648.35,2.51
662.2,91,27.1,4.3,391.3,13.28
695.35,238,46.0,2.28,542.64,11.37
850.7,70,45.0,4.56,319.2,11.48
257.17,166,22.5,9.53,1581.98,9.96
494.53,130,13.8,8.51,1106.3,7.85
229.0,214,19.7,1.46,312.44,2.67
987.79,340,19.4,0.31,105.4,5.28
944.62,89,14.4,9.34,831.26,2.49
49.03,335,13.5,5.27,1765.45,11.01
708.52,252,43.1,5.38,1355.76,2.82
926.0,369,3.6,7.81,2881.89,10.68
188.77,349,33.9,3.15,1099.35,10.54
572.27,72,8.7,4.82,347.04,7.16
916.33,165,17.3,9.69,1598.85,2.46
43.61,49,3.2,6.72,329.28,5.06
700.45,52,13.6,1.55,80.6,5.14
304.38,289,38.4,1.34,387.26,10.66
925.15,278,44.3,2.05,569.9,2.15
971.35,114,11.2,7.67,874.38,12.52
944.82,239,23.2,2.96,707.44,11.53
479.47,133,23.6,0.22,29.26,3.2
863.42,487,43.7,9.44,4597.28,10.93
846.1,274,38.2,1.71,468.54,10.19
325.91,166,25.7,0.11,18.26,11.35
830.63,374,33.6,2.38,890.12,3.24
46.64,373,42.4,2.36,880.28,2.79
600.31,293,0.6,4.23,1239.39,3.93
237.71,478,20.2,9.2,4397.6,5.81
129.36,243,45.4,8.79,2135.97,12.01
86.18,479,37.0,4.57,2189.03,11.2
699.33,320,27.2,4.11,1315.2,13.92
346.48,138,26.5,5.55,765.9,1.35
727.52,79,17.5,2.44,192.76,0.67
74.7,170,26.1,0.53,90.1,10.64
322.14,123,32.8,9.39,1154.97,4.55
544.1,176,21.0,1.88,330.88,5.34
792.82,300,35.7,1.99,597.0,8.43
325.56,82,43.1,4.73,387.86,1.98
629.63,87,7.8,4.92,428.04,9.82
887.12,225,22.6,0.19,42.75,5.21
619.7,16,20.5,1.49,23.84,9.67
240.63,310,34.4,3.79,1174.9,12.59
34.16,358,12.6,6.84,2448.72,2.98
871.4,163,32.0,2.29,373.27,14.0
31.06,98,43.9,4.24,415.52,8.19
875.95,156,21.0,5.58,870.48,13.88
533.65,2,45.6,8.89,17.78,3.51
939.68,350,49.7,3.27,1144.5,9.27
800.8,397,5.4,1.34,531.98,6.36
997.95,169,11.7,4.9,828.1,11.73
357.2,464,47.5,7.47,3466.08,9.29
769.52,315,47.9,1.11,349.65,7.67
407.91,325,5.0,4.25,1381.25,13.74
485.08,375,0.8,0.19,71.25,5.97
631.23,92,8.1,0.35,32.2,3.69
874.94,181,49.8,4.83,874.23,9.32
984.24,231,9.1,2.99,690.69,9.55
770.59,301,25.2,8.45,2543.45,6.87
423.59,148,42.4,6.03,892.44,7.56
427.14,280,1.1,4.54,1271.2,14.41
740.21,189,30.3,4.09,773.01,11.12
246.39,347,13.9,4.98,1728.06,2.1
119.37,350,43.1,0.41,143.5,3.58
361.08,314,14.2,8.93,2804.02,14.65
294.37,493,34.4,9.98,4920.14,11.03
303.35,411,33.7,1.82,748.02,13.77
241.27,410,11.2,1.21,496.1,4.91
51.67,128,1.8,1.44,184.32,11.26
27.7,7,20.5,6.61,46.27,10.85
987.85,426,14.5,6.62,2820.12,4.77
433.5,47,40.5,8.48,398.56,8.49
390.48,53,40.0,7.52,398.56,9.6
682.85,187,22.9,4.5,841.5,7.48
226.07,38,30.4,6.13,232.94,12.49
950.46,453,30.3,6.89,3121.17,12.58
788.48,471,41.4,5.13,2416.23,12.83
98.52,476,21.3,4.76,2265.76,12.15
423.4,226,13.8,6.45,1457.7,7.58
880.33,53,13.3,5.58,295.74,6.03
945.28,399,26.9,6.44,2569.56,12.55
472.73,224,22.5,6.13,1373.12,7.61
617.28,154,22.1,7.19,1107.26,4.07
175.36,48,4.6,6.43,308.64,7.86
991.26,351,36.0,5.2,1825.2,2.56
239.35,147,10.8,6.82,1002.54,10.53
943.3,393,9.9,4.5,1768.5,5.37
653.15,64,20.7,2.42,154.88,4.28
611.66,349,11.5,0.02,6.98,14.37
517.56,182,29.2,5.6,1019.2,11.76
238.36,125,18.6,5.91,738.75,11.91
184.76,179,22.5,9.72,1739.88,9.54
228.28,39,26.9,3.62,141.18,12.67
194.57,260,10.3,3.95,1027.0,11.51
781.79,382,7.9,2.03,775.46,9.18
356.62,3,44.0,0.71,2.13,14.44
67.26,64,21.7,7.73,494.72,3.28
969.41,29,20.7,2.5,72.5,14.18
884.95,372,1.9,6.09,2265.48,6.32
928.47,11,24.9,6.88,75.68,8.16
994.96,97,27.8,4.72,457.84,2.28
182.16,358,28.0,8.76,3136.08,8.33
402.28,442,35.4,4.44,1962.48,9.36
760.66,203,9.0,2.86,580.58,14.97
699.06,411,12.7,8.96,3682.56,14.64
162.36,481,40.6,8.62,4146.22,14.51
817.67,21,47.4,1.65,34.65,5.55
232.2,39,6.9,0.27,10.53,14.87
231.58,223,24.9,0.91,202.93,7.1
541.6,102,10.8,2.87,292.74,12.85
597.01,46,3.1,9.72,447.12,3.64
584.29,66,16.3,5.59,368.94,7.83
100.57,91,7.3,3.74,340.34,14.51
878.69,164,35.5,8.89,1457.96,14.23
272.94,459,26.7,4.54,2083.86,10.41
138.22,111,7.3,3.16,350.76,12.07
889.86,338,0.6,9.41,3180.58,3.06
956.09,123,40.4,8.5,1045.5,10.96
863.51,193,8.9,8.44,1628.92,9.46
811.42,447,30.4,5.13,2293.11,1.83
658.69,99,16.9,7.9,782.1,2.14
555.35,291,29.3,1.8,523.8,2.07
96.12,159,15.9,5.74,912.66,11.0
414.37,412,4.4,9.84,4054.08,2.55
378.96,103,11.2,2.92,300.76,7.28
267.16,385,9.5,7.95,3060.75,5.68
726.19,281,21.5,4.91,1379.71,8.48
500.92,43,32.9,0.41,17.63,10.74
90.24,486,13.3,7.63,3708.18,10.43
227.98,84,0.7,1.69,141.96,7.98
686.43,451,26.0,6.32,2850.32,7.23
85.37,191,30.3,0.87,166.17,6.27
852.69,51,48.1,9.47,482.97,13.0
500.2,386,29.5,2.92,1127.12,5.3
485.78,210,23.6,2.27,476.7,4.26
596.48,126,28.7,1.3,163.8,11.28
826.43,492,46.4,9.46,4654.32,5.72
354.33,448,41.4,7.12,3189.76,12.78
681.24,458,16.2,7.42,3398.36,5.25
570.07,69,11.9,5.0,345.0,10.68
274.36,265,13.2,4.75,1258.75,1.15
879.84,258,25.3,1.11,286.38,6.09
799.45,418,37.2,5.6,2340.8,5.48
661.87,188,25.2,2.48,466.24,12.34
852.08,230,3.5,9.77,2247.1,14.52
868.62,189,36.2,7.97,1506.33,7.18
711.28,415,40.3,4.14,1718.1,12.46
838.64,10,14.5,1.52,15.2,10.65
700.5,114,33.2,7.86,896.04,14.53
683.34,76,21.4,1.23,93.48,12.26
622.43,164,44.5,1.9,311.6,1.62
755.19,85,42.3,2.12,180.2,10.84
167.02,49,26.3,5.57,272.93,8.26
882.06,495,34.6,7.87,3895.65,0.74
873.13,326,44.2,3.15,1026.9,4.14
38.95,496,24.8,0.86,426.56,13.87
827.56,177,15.7,4.65,823.05,13.93
137.58,387,37.7,7.48,2894.76,12.08
341.77,458,11.1,2.22,1016.76,14.74
746.07,389,19.5,2.21,859.69,12.19
169.15,494,43.3,9.47,4678.18,0.65
819.79,218,36.2,9.54,2079.72,4.67
833.81,189,20.3,9.9,1871.1,0.94
512.39,469,10.8,8.08,3789.52,1.86
16.32,493,17.9,1.89,931.77,3.67
294.17,346,14.3,2.13,736.98,7.8
620.76,230,8.9,3.41,784.3,12.79
981.37,255,37.2,3.19,813.45,13.0
635.5,236,12.7,9.57,2258.52,9.43
267.21,26,22.8,7.89,205.14,13.96
637.67,72,19.4,7.24,521.28,7.75
544.59,261,49.1,1.87,488.07,13.39
782.05,254,19.6,9.1,2311.4,7.08
115.91,271,4.1,8.28,2243.88,4.52
763.42,123,4.6,1.64,201.72,13.79
545.85,144,29.6,8.71,1254.24,6.13
963.36,257,30.0,2.73,701.61,7.8
348.45,144,21.0,0.82,118.08,5.27
636.3,421,21.6,6.57,2765.97,10.11
932.71,259,2.8,6.54,1693.86,14.93
111.48,436,25.9,0.96,418.56,0.87
937.86,47,25.3,3.2,150.4,13.55
691.01,351,7.6,9.93,3485.43,0.56
77.16,13,5.3,6.79,88.27,5.78
307.95,376,6.3,7.3,2744.8,2.94
711.09,208,5.1,2.14,445.12,11.48
76.68,311,30.5,0.8,248.8,1.23
586.35,235,9.9,2.78,653.3,8.53
352.42,149,12.6,2.5,372.5,4.78
624.71,322,8.8,2.35,756.7,2.44
55.28,438,47.9,1.94,849.72,11.69
872.82,155,42.7,5.75,891.25,3.65
973.75,166,11.6,3.29,546.14,3.74
969.19,90,16.4,8.21,738.9,4.49
752.16,186,10.6,1.85,344.1,9.01
138.79,318,24.6,4.65,1478.7,10.07
760.68,358,1.1,0.15,53.7,0.76
34.34,174,33.6,4.82,838.68,4.01
31.9,217,26.2,0.57,123.69,6.75
330.37,395,44.9,9.78,3863.1,5.31
493.76,456,8.3,7.91,3606.96,13.32
772.7,264,40.2,4.91,1296.24,11.92
686.46,97,39.6,0.88,85.36,9.58
451.44,117,6.4,5.93,693.81,5.4
280.89,199,20.0,7.59,1510.41,10.66
997.15,320,8.6,1.92,614.4,12.73
431.92,486,12.8,5.69,2765.34,9.13
456.87,21,13.2,8.14,170.94,11.87
171.99,200,27.9,7.68,1536.0,11.36
796.86,371,20.6,8.03,2979.13,8.79
696.75,447,47.4,8.79,3929.13,5.03
228.56,341,6.4,9.38,3198.58,11.31
91.56,448,48.7,4.06,1818.88,3.5
683.69,248,11.6,5.69,1411.12,11.8
657.97,276,38.7,7.91,2183.16,12.17
280.53,264,17.0,6.97,1840.08,12.42
951.35,58,7.2,9.96,577.68,7.36
159.55,302,42.9,0.15,45.3,3.29
438.01,31,15.5,3.56,110.36,1.95
944.18,498,33.0,2.82,1404.36,11.28
425.53,249,28.4,2.63,654.87,13.35
642.14,93,23.6,2.23,207.39,9.94
403.62,496,24.8,7.09,3516.64,2.59
281.47,265,36.6,0.86,227.9,14.06
984.14,271,4.5,7.42,2010.82,14.84
415.24,94,33.4,6.94,652.36,6.78
895.16,154,44.8,2.52,388.08,9.12
237.66,394,3.0,2.54,1000.76,11.77
220.97,285,7.1,6.29,1792.65,11.18
40.82,80,35.9,7.62,609.6,14.53
655.15,292,21.9,8.77,2560.84,2.17
374.84,84,20.2,8.52,715.68,8.92
865.71,365,6.9,9.65,3522.25,10.53
478.48,374,25.4,5.82,2176.68,13.41
