Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
114.76,63,17.8,9.44,594.72,1.71
35.83,451,2.3,5.9,2660.9,9.83
39.31,436,4.5,3.45,1504.2,14.6
61.87,68,2.3,6.26,425.68,14.68
77.83,253,24.4,9.11,2304.83,7.33
96.56,410,22.6,2.75,1127.5,2.86
61.65,459,22.6,5.06,2322.54,3.43
74.75,2,21.5,9.59,19.18,13.4
114.65,398,20.1,1.73,688.54,13.72
15.14,108,14.4,7.2,777.6,9.31
45.34,286,19.3,6.15,1758.9,11.61
109.87,49,1.2,6.8,333.2,11.23
135.33,140,18.7,3.52,492.8,10.1
81.63,218,23.4,3.15,686.7,12.5
84.5,44,15.1,6.85,301.4,10.44
25.0,417,10.8,2.16,900.72,8.24
72.64,269,8.4,4.2,1129.8,3.94
84.57,78,19.3,1.89,147.42,11.29
43.95,216,20.8,0.09,19.44,7.36
47.69,382,26.1,9.7,3705.4,4.77
62.82,98,10.3,4.32,423.36,12.13
12.81,236,23.1,9.69,2286.84,10.6
55.09,282,16.9,1.41,397.62,14.09
39.6,149,26.5,5.88,876.12,2.9
55.85,412,15.9,2.02,832.24,9.91
26.77,304,15.6,7.9,2401.6,4.04
134.67,484,17.4,7.84,3794.56,13.6
93.1,424,22.5,1.13,479.12,1.94
105.07,66,28.9,9.12,601.92,10.01
120.48,234,2.3,1.95,456.3,11.97
79.78,457,1.7,6.13,2801.41,5.65
22.17,87,28.1,9.86,857.82,14.34
85.19,79,15.9,8.83,697.57,12.84
92.16,205,18.5,9.57,1961.85,4.77
114.36,279,14.5,3.43,956.97,0.61
70.43,337,2.9,1.06,357.22,4.8
27.86,254,23.1,1.89,480.06,4.58
49.73,304,22.4,5.01,1523.04,13.4
60.83,380,9.4,7.93,3013.4,14.52
100.43,130,9.3,1.51,196.3,1.52
89.91,84,25.2,6.6,554.4,7.33
59.85,276,2.3,3.24,894.24,8.45
148.11,187,26.4,3.42,639.54,1.85
94.81,46,7.8,6.62,304.52,5.97
43.21,387,17.8,4.68,1811.16,5.1
24.25,183,28.1,8.12,1485.96,8.27
31.4,268,20.4,1.57,420.76,10.09
44.43,296,12.5,7.9,2338.4,10.7
32.5,322,20.7,0.65,209.3,2.48
36.12,100,10.4,1.95,195.0,12.29
49.91,78,8.4,6.56,511.68,10.34
34.27,272,29.9,8.55,2325.6,13.39
135.55,339,22.5,2.53,857.67,7.02
21.23,162,19.4,3.28,531.36,13.46
83.43,44,10.7,5.38,236.72,13.05
67.46,238,1.6,2.12,504.56,6.86
147.53,134,1.0,8.11,1086.74,6.03
25.69,461,16.7,7.74,3568.14,14.03
65.7,192,22.9,1.46,280.32,10.87
145.73,356,16.2,4.64,1651.84,13.96
131.17,278,25.2,7.75,2154.5,12.06
124.39,18,1.1,3.38,60.84,9.33
46.11,12,11.1,6.33,75.96,2.18
33.92,180,7.2,0.51,91.8,4.73
103.61,123,13.5,6.09,749.07,14.55
140.11,246,2.3,1.54,378.84,5.13
87.95,222,28.6,8.31,1844.82,1.85
90.03,373,6.8,3.56,1327.88,10.76
49.2,51,27.7,2.82,143.82,11.14
117.73,488,12.8,8.41,4104.08,4.64
36.19,71,29.6,0.51,36.21,4.82
55.32,480,16.7,3.97,1905.6,7.3
69.56,48,27.9,3.71,178.08,0.82
81.07,19,0.3,2.86,54.34,11.95
43.94,262,22.5,9.12,2389.44,5.1
26.08,84,27.1,7.51,630.84,12.88
95.49,155,4.3,0.65,100.75,12.14
50.41,53,3.0,7.15,378.95,10.09
91.37,107,12.8,5.28,564.96,5.21
31.61,357,28.0,9.01,3216.57,7.99
77.36,304,16.3,3.14,954.56,6.95
84.56,135,15.9,5.75,776.25,5.41
17.26,443,4.3,5.01,2219.43,12.8
57.12,69,0.1,4.9,338.1,7.51
28.82,11,24.3,4.57,50.27,12.57
18.87,143,2.7,2.06,294.58,2.03
148.59,192,19.1,7.56,1451.52,2.54
55.13,387,27.4,4.52,1749.24,14.67
123.38,378,6.3,9.59,3625.02,9.02
45.65,69,20.0,2.62,180.78,7.89
105.41,23,2.5,6.83,157.09,8.09
116.43,181,18.2,9.41,1703.21,3.62
93.39,293,5.0,6.64,1945.52,10.92
76.02,9,22.1,8.71,78.39,1.73
67.66,271,9.1,8.28,2243.88,8.81
58.84,387,14.0,3.61,1397.07,8.78
140.13,93,18.0,6.01,558.93,13.76
126.29,454,5.2,1.57,712.78,8.13
145.1,17,22.3,5.36,91.12,2.49
27.4,154,9.1,2.31,355.74,8.8
112.32,405,19.9,7.44,3013.2,1.82
141.37,328,4.8,5.29,1735.12,3.46
35.37,149,20.7,4.12,613.88,0.95
19.31,377,3.9,2.7,1017.9,7.94
113.76,267,12.8,9.99,2667.33,1.73
90.43,422,7.5,0.73,308.06,7.31
127.86,328,22.5,0.45,147.6,14.03
29.57,106,7.9,2.18,231.08,10.94
121.34,472,26.5,9.71,4583.12,1.62
38.23,381,26.8,9.79,3729.99,3.75
32.91,35,6.0,6.55,229.25,10.27
33.0,119,18.5,8.8,1047.2,13.47
124.04,14,2.7,2.15,30.1,0.98
103.13,14,11.8,9.72,136.08,12.28
83.23,266,21.4,1.44,383.04,8.65
60.24,140,19.8,1.02,142.8,8.42
132.81,294,18.8,1.13,332.22,14.39
64.94,364,8.5,5.74,2089.36,11.34
124.32,119,11.4,7.81,929.39,12.83
71.48,238,3.2,3.67,873.46,5.63
62.77,34,21.6,9.78,332.52,8.54
74.78,169,15.2,4.35,735.15,9.42
52.19,10,21.3,1.51,15.1,5.16
114.67,122,7.5,4.67,569.74,8.77
80.38,401,9.8,6.79,2722.79,3.93
42.51,145,10.1,8.32,1206.4,2.58
135.94,451,0.9,4.59,2070.09,5.92
63.74,446,10.3,5.94,2649.24,11.22
86.1,223,24.1,2.68,597.64,13.78
136.91,371,26.9,6.46,2396.66,7.14
97.39,257,15.6,9.86,2534.02,9.82
26.37,268,13.7,0.5,134.0,1.99
141.58,359,1.0,8.87,3184.33,13.61
97.88,4,26.4,5.63,22.52,8.74
56.89,426,0.5,2.53,1077.78,11.81
29.5,397,28.3,9.55,3791.35,12.02
121.16,354,14.7,4.84,1713.36,4.22
96.81,106,10.3,3.32,351.92,8.17
84.68,85,27.7,1.82,154.7,14.43
135.14,214,0.8,2.45,524.3,1.8
120.4,121,17.5,8.33,1007.93,10.4
31.23,132,16.5,6.15,811.8,14.45
53.64,338,6.7,9.13,3085.94,4.86
44.79,197,12.9,2.33,459.01,12.99
114.15,19,19.6,1.22,23.18,14.04
14.69,130,21.8,0.07,9.1,11.33
89.78,12,0.1,5.08,60.96,3.85
116.74,81,28.1,9.98,808.38,5.34
132.75,330,5.0,6.95,2293.5,1.02
57.89,354,7.1,3.09,1093.86,12.56
124.98,262,8.0,8.77,2297.74,12.82
25.49,392,1.2,7.82,3065.44,9.67
128.5,125,3.8,0.16,20.0,5.61
27.85,307,29.6,8.17,2508.19,1.61
65.62,267,9.5,3.01,803.67,11.42
121.62,447,3.5,1.51,674.97,11.03
30.99,441,3.3,2.27,1001.07,13.73
42.1,383,21.6,4.69,1796.27,11.09
111.12,140,25.7,4.25,595.0,12.52
110.81,329,7.8,2.9,954.1,11.32
99.76,2,0.7,1.73,3.46,9.64
107.15,8,6.8,7.62,60.96,6.69
85.98,250,1.8,9.9,2475.0,13.58
45.25,139,3.2,7.78,1081.42,9.94
58.4,124,13.0,2.97,368.28,6.28
35.42,309,7.0,2.46,760.14,1.71
137.18,228,15.5,2.18,497.04,4.72
91.67,10,7.7,1.38,13.8,8.38
66.12,469,28.2,5.52,2588.88,4.5
74.68,212,27.2,6.06,1284.72,3.71
142.62,112,17.0,7.06,790.72,8.15
31.47,8,10.7,6.81,54.48,2.96
92.07,292,11.5,2.93,855.56,12.11
80.82,477,12.4,3.31,1578.87,7.52
95.6,362,21.9,6.82,2468.84,8.82
12.54,460,13.6,3.5,1610.0,2.64
132.1,253,25.7,2.13,538.89,5.21
140.5,14,28.3,3.75,52.5,6.45
89.12,240,10.1,2.73,655.2,12.22
107.53,438,16.9,0.89,389.82,11.67
139.15,242,2.9,8.3,2008.6,3.73
109.01,469,6.1,8.53,4000.57,9.43
31.36,342,12.5,2.21,755.82,4.03
90.68,149,6.3,0.66,98.34,14.83
94.94,236,26.3,7.39,1744.04,14.31
69.38,306,4.8,2.12,648.72,8.67
113.1,478,13.7,3.94,1883.32,10.63
140.81,167,18.2,0.65,108.55,12.12
139.58,20,20.8,2.27,45.4,10.95
73.12,216,11.6,7.93,1712.88,10.65
25.85,343,26.1,8.05,2761.15,14.4
147.88,135,17.1,2.08,280.8,9.15
127.45,393,13.2,3.37,1324.41,9.73
27.45,129,2.1,1.35,174.15,12.81
138.92,410,14.0,0.75,307.5,10.21
131.79,422,24.6,9.92,4186.24,11.13
82.64,294,18.5,6.56,1928.64,3.9
92.78,246,25.0,5.43,1335.78,5.88
65.86,189,14.9,7.66,1447.74,2.64
17.67,44,3.6,8.4,369.6,7.83
56.93,86,0.5,8.07,694.02,7.11
122.4,44,9.2,0.18,7.92,14.96
10.65,330,21.0,1.88,620.4,9.36
56.69,375,23.7,6.55,2456.25,11.9
65.74,446,8.9,3.76,1676.96,5.34
85.24,378,14.9,9.83,3715.74,12.56
138.78,390,12.7,6.66,2597.4,9.42
58.49,145,12.4,9.57,1387.65,10.61
58.57,51,7.0,2.02,103.02,4.77
113.25,242,4.2,8.64,2090.88,8.46
73.31,294,6.0,3.22,946.68,9.69
41.44,408,1.8,9.9,4039.2,9.04
73.34,51,6.0,1.59,81.09,13.77
29.72,266,0.4,5.17,1375.22,13.52
34.69,120,18.9,7.93,951.6,14.58
79.77,200,9.6,4.33,866.0,10.18
68.65,405,29.2,4.69,1899.45,14.59
138.08,248,5.9,9.86,2445.28,12.57
60.74,70,10.4,4.26,298.2,4.43
91.28,341,10.8,6.04,2059.64,6.7
98.52,57,0.4,0.55,31.35,3.96
11.83,382,25.2,8.42,3216.44,0.56
102.9,39,1.1,6.49,253.11,3.23
34.93,472,28.2,4.05,1911.6,0.56
144.55,289,26.8,0.17,49.13,10.94
30.81,443,16.1,5.92,2622.56,6.67
68.05,18,16.4,0.14,2.52,5.03
21.95,440,19.6,0.02,8.8,11.54
149.56,220,11.7,6.16,1355.2,12.57
80.31,313,19.5,1.9,594.7,14.64
93.35,244,1.4,1.93,470.92,9.81
19.39,352,1.7,6.54,2302.08,7.19
114.99,460,13.8,0.55,253.0,4.93
39.39,304,16.5,3.14,954.56,3.72
135.73,298,26.6,1.5,447.0,3.59
38.72,283,3.2,5.81,1644.23,6.43
36.7,74,24.7,6.62,489.88,14.88
15.12,110,6.4,7.21,793.1,0.51
76.09,180,11.9,2.56,460.8,3.36
89.08,426,9.6,0.9,383.4,3.23
19.2,32,12.1,0.8,25.6,10.9
118.57,234,4.6,4.27,999.18,5.61
73.46,282,15.2,9.46,2667.72,7.13
83.41,25,24.1,2.19,54.75,2.66
71.71,331,13.3,2.57,850.67,6.37
66.11,279,14.8,1.02,284.58,2.0
88.35,226,25.5,6.06,1369.56,8.23
31.73,57,21.2,6.8,387.6,1.92
35.47,180,14.8,6.43,1157.4,11.96
130.65,232,7.8,8.61,1997.52,8.72
142.46,382,26.6,4.87,1860.34,11.0
62.26,343,17.4,1.35,463.05,6.57
47.9,477,6.7,2.9,1383.3,6.03
100.16,287,8.1,6.63,1902.81,1.92
67.22,64,24.1,6.14,392.96,8.1
13.55,455,1.4,5.31,2416.05,7.96
31.86,232,29.8,6.83,1584.56,7.29
110.24,289,4.0,6.38,1843.82,11.24
102.25,213,23.9,8.81,1876.53,12.57
13.79,258,11.9,5.86,1511.88,11.39
41.08,18,14.8,7.79,140.22,2.59
42.35,175,26.4,2.49,435.75,9.52
104.06,417,12.4,6.79,2831.43,1.66
12.76,229,16.2,9.02,2065.58,10.57
24.58,226,1.6,3.86,872.36,6.04
121.99,84,0.2,7.79,654.36,2.42
35.0,291,7.4,7.25,2109.75,13.0
101.38,435,20.4,0.6,261.0,9.4
43.35,370,3.7,5.82,2153.4,5.64
23.92,246,3.5,1.31,322.26,0.95
44.04,402,12.4,9.67,3887.34,8.29
111.12,110,19.5,8.12,893.2,13.89
129.8,254,21.4,1.11,281.94,9.15
126.23,88,5.4,1.23,108.24,14.59
65.61,72,2.5,5.95,428.4,2.48
103.53,381,28.2,3.46,1318.26,8.74
38.7,30,7.9,0.36,10.8,12.07
51.04,172,25.6,5.42,932.24,8.12
135.49,309,25.9,3.88,1198.92,1.82
11.82,394,23.2,1.02,401.88,8.95
21.97,343,5.1,8.02,2750.86,9.37
39.1,436,24.7,9.15,3989.4,11.07
13.71,177,23.1,7.57,1339.89,11.54
35.4,139,17.9,8.23,1143.97,11.68
91.63,194,10.2,2.17,420.98,10.12
69.0,186,7.9,2.64,491.04,3.63
134.97,218,3.7,2.09,455.62,6.36
124.44,164,15.3,7.65,1254.6,11.75
57.85,161,17.6,9.48,1526.28,14.32
46.32,431,10.8,7.17,3090.27,1.64
63.16,13,14.3,8.82,114.66,8.27
92.64,296,11.0,6.39,1891.44,5.03
47.53,89,19.3,3.88,345.32,3.77
97.38,324,27.0,4.26,1380.24,7.83
67.32,42,5.0,0.76,31.92,9.29
87.29,403,11.5,0.32,128.96,0.64
71.06,210,4.3,6.96,1461.6,11.81
51.23,229,18.8,4.39,1005.31,12.39
142.78,350,21.9,5.53,1935.5,14.5
116.9,275,28.0,5.58,1534.5,3.12
29.62,442,8.4,2.78,1228.76,9.12
131.59,279,28.5,4.76,1328.04,6.69
78.24,251,2.0,4.71,1182.21,5.36
135.24,310,18.1,3.89,1205.9,8.7
121.98,208,1.8,8.21,1707.68,11.84
69.53,321,26.8,4.52,1450.92,0.83
13.15,140,15.9,6.04,845.6,14.56
47.61,280,20.1,8.96,2508.8,12.24
85.83,34,25.0,8.66,294.44,11.39
98.69,309,4.6,8.91,2753.19,11.53
46.1,392,1.3,2.71,1062.32,6.14
29.51,18,26.4,0.36,6.48,11.4
126.89,57,9.5,2.62,149.34,6.11
147.82,112,4.0,2.79,312.48,13.53
83.6,5,14.1,9.09,45.45,3.07
34.04,410,18.0,6.5,2665.0,4.74
48.12,414,1.0,0.83,343.62,8.49
12.57,182,8.3,1.36,247.52,5.13
138.0,13,1.1,1.57,20.41,6.65
26.49,339,12.7,6.31,2139.09,7.64
90.71,285,26.9,7.36,2097.6,12.92
48.37,259,29.5,8.6,2227.4,8.09
87.58,90,19.1,9.41,846.9,5.76
101.2,104,4.9,2.03,211.12,4.09
126.16,379,27.2,3.1,1174.9,6.43
38.9,186,15.5,2.41,448.26,7.98
11.54,250,4.7,3.59,897.5,11.32
29.16,255,27.7,9.15,2333.25,2.26
136.0,76,22.7,5.76,437.76,3.71
132.34,386,22.0,7.38,2848.68,6.0
93.64,459,21.3,4.91,2253.69,5.73
94.07,108,6.1,0.3,32.4,6.18
103.11,156,6.4,0.65,101.4,12.01
34.55,82,20.7,5.38,441.16,5.2
138.02,77,6.7,7.19,553.63,7.78
68.63,485,13.2,2.16,1047.6,9.55
63.64,470,23.5,7.22,3393.4,3.87
82.65,460,23.5,8.11,3730.6,10.92
16.58,258,13.7,4.12,1062.96,8.43
33.28,127,23.8,7.47,948.69,6.98
113.32,485,25.2,4.05,1964.25,12.24
21.59,391,19.7,6.79,2654.89,4.03
94.44,282,6.9,7.64,2154.48,13.31
44.35,474,8.3,9.92,4702.08,8.64
64.5,88,9.5,3.46,304.48,9.33
50.42,204,3.6,4.12,840.48,13.19
59.79,16,8.3,1.66,26.56,12.35
110.67,151,6.4,2.05,309.55,9.22
51.6,424,13.7,6.94,2942.56,11.42
89.3,254,27.3,9.17,2329.18,6.78
76.65,188,3.2,3.95,742.6,8.44
102.91,329,21.6,1.81,595.49,1.4
141.16,32,20.6,2.86,91.52,1.8
112.56,271,3.0,4.56,1235.76,12.53
40.09,485,27.7,2.91,1411.35,1.37
14.37,397,17.1,2.34,928.98,2.96
46.72,5,11.0,7.36,36.8,12.04
93.31,459,22.7,0.09,41.31,0.52
17.2,330,7.8,5.4,1782.0,4.59
79.49,308,20.8,7.94,2445.52,8.97
93.56,333,1.3,2.67,889.11,9.13
56.79,169,25.2,6.04,1020.76,11.77
117.93,181,13.5,6.69,1210.89,7.84
24.92,366,19.1,6.55,2397.3,7.89
20.52,178,6.7,4.46,793.88,11.02
111.95,143,20.3,3.47,496.21,7.73
79.37,362,23.2,8.36,3026.32,9.32
106.38,248,14.2,7.59,1882.32,13.52
70.88,127,18.6,3.22,408.94,6.32
44.5,263,13.7,1.04,273.52,6.08
124.67,40,26.8,0.73,29.2,0.55
121.92,412,15.0,0.95,391.4,9.39
107.26,416,25.3,5.83,2425.28,0.93
48.1,355,24.1,0.53,188.15,7.81
92.63,255,12.4,3.38,861.9,12.16
60.54,143,7.0,7.53,1076.79,8.47
22.82,240,12.2,2.95,708.0,4.41
138.42,228,24.8,7.64,1741.92,11.9
29.15,341,6.9,7.46,2543.86,4.41
143.03,198,15.8,2.47,489.06,11.13
72.44,65,24.2,7.29,473.85,9.35
35.92,388,10.7,7.48,2902.24,2.96
85.87,11,19.3,3.98,43.78,13.62
132.21,108,7.4,2.11,227.88,3.41
112.51,26,3.4,5.22,135.72,14.85
122.92,445,23.9,9.21,4098.45,0.61
102.23,421,3.1,6.4,2694.4,4.32
106.92,151,8.2,1.74,262.74,3.4
128.89,221,25.7,6.83,1509.43,0.7
44.95,341,10.5,4.28,1459.48,11.12
78.52,496,29.2,5.92,2936.32,10.55
40.97,237,29.4,7.34,1739.58,11.99
148.27,237,8.1,5.15,1220.55,4.22
142.17,497,1.3,8.14,4045.58,6.94
15.52,219,21.2,7.22,1581.18,10.06
108.78,487,13.6,6.15,2995.05,6.88
139.53,424,3.1,1.52,644.48,10.61
35.28,461,21.3,8.36,3853.96,9.69
89.51,151,1.0,9.36,1413.36,2.16
138.17,123,26.1,1.38,169.74,11.83
14.75,144,4.2,4.89,704.16,10.95
107.64,478,3.9,2.6,1242.8,10.01
51.63,189,5.4,7.55,1426.95,2.75
139.42,255,28.8,7.22,1841.1,4.39
145.95,68,20.8,1.42,96.56,6.2
142.2,104,24.1,8.77,912.08,4.56
76.39,336,12.0,1.82,611.52,3.8
130.69,159,10.2,7.97,1267.23,12.18
128.24,309,7.1,4.58,1415.22,9.75
54.67,362,14.5,3.29,1190.98,8.7
126.05,409,16.6,1.59,650.31,3.78
15.18,300,19.0,1.68,504.0,13.81
93.48,396,7.8,6.62,2621.52,3.27
42.2,90,28.5,5.51,495.9,12.03
26.88,357,5.2,1.23,439.11,14.52
20.77,256,29.0,1.14,291.84,11.04
107.48,496,0.5,0.73,362.08,14.9
57.58,353,14.5,7.44,2626.32,9.94
111.47,220,10.1,7.12,1566.4,3.65
19.15,9,13.5,0.59,5.31,3.46
54.14,12,17.2,5.61,67.32,5.21
85.53,325,13.1,0.86,279.5,0.6
120.7,438,12.5,9.04,3959.52,10.38
54.63,244,22.0,9.07,2213.08,4.4
97.62,182,20.6,6.99,1272.18,12.32
134.04,284,25.0,9.26,2629.84,5.71
96.22,312,7.6,8.12,2533.44,7.46
42.61,99,18.3,8.29,820.71,14.5
13.42,197,17.6,5.7,1122.9,4.01
131.81,482,11.2,3.07,1479.74,10.96
12.98,366,14.6,2.19,801.54,11.45
132.46,226,9.5,3.28,741.28,3.7
84.05,333,4.3,6.29,2094.57,7.76
141.47,103,6.5,1.73,178.19,5.58
121.83,106,3.3,2.59,274.54,11.69
149.71,365,20.5,4.69,1711.85,9.53
59.1,368,19.9,2.34,861.12,7.4
117.41,58,28.5,5.89,341.62,11.8
66.27,78,21.9,9.23,719.94,3.91
77.18,75,1.7,7.48,561.0,11.43
97.85,42,26.5,6.67,280.14,13.05
132.31,422,25.9,5.83,2460.26,13.24
147.77,324,13.4,4.88,1581.12,11.86
117.56,181,17.6,1.87,338.47,6.42
68.49,33,29.3,8.95,295.35,14.74
68.99,71,16.0,2.49,176.79,6.0
113.26,56,27.2,0.92,51.52,9.76
43.43,105,2.6,7.5,787.5,2.84
25.47,200,5.8,1.76,352.0,14.72
59.65,101,13.3,3.73,376.73,10.71
50.21,256,17.6,0.29,74.24,11.42
51.48,307,24.5,1.38,423.66,1.45
42.71,74,29.6,1.74,128.76,11.57
15.89,171,11.7,0.55,94.05,11.73
12.5,377,1.5,6.57,2476.89,10.24
148.28,143,24.1,8.37,1196.91,4.73
69.89,166,18.2,3.74,620.84,7.6
63.81,399,6.0,8.75,3491.25,2.1
105.15,261,14.9,2.14,558.54,7.34
40.56,221,22.3,3.26,720.46,4.04
142.99,83,23.1,1.52,126.16,5.56
120.09,182,15.0,6.21,1130.22,2.86
22.52,307,9.2,4.2,1289.4,3.84
68.46,10,29.2,6.14,61.4,1.61
133.08,396,19.9,7.62,3017.52,13.84
142.26,4,12.3,5.46,21.84,8.19
75.44,351,8.5,6.28,2204.28,6.25
95.88,402,22.0,9.35,3758.7,8.26
33.38,336,7.3,3.0,1008.0,9.61
148.76,488,5.2,3.6,1756.8,13.87
42.43,292,15.9,7.18,2096.56,3.09
141.98,281,8.8,6.12,1719.72,4.79
100.95,215,18.9,1.79,384.85,14.65
95.08,460,3.6,3.77,1734.2,5.88
81.78,98,19.7,4.68,458.64,0.83
42.29,420,8.6,4.2,1764.0,2.64
34.71,101,0.1,1.79,180.79,0.88
40.87,451,3.9,9.25,4171.75,14.85
36.1,9,28.0,7.63,68.67,4.54
119.14,61,26.0,4.82,294.02,13.89
59.02,309,7.1,6.8,2101.2,14.94
18.1,146,23.4,8.97,1309.62,9.2
145.67,427,18.3,1.37,584.99,0.98
133.73,419,29.1,2.51,1051.69,1.68
139.89,63,11.3,5.43,342.09,7.48
149.29,121,20.5,7.99,966.79,6.39
34.35,226,2.0,0.37,83.62,9.29
65.47,105,11.9,9.84,1033.2,6.86
116.15,462,28.9,4.55,2102.1,14.04
107.44,260,16.2,3.6,936.0,8.25
31.55,349,8.7,2.93,1022.57,10.56
124.22,425,3.7,1.75,743.75,13.5
41.42,255,21.1,7.92,2019.6,2.63
41.33,429,19.4,9.55,4096.95,3.83
85.18,434,11.3,4.14,1796.76,2.06
93.01,207,28.5,9.52,1970.64,2.52
91.21,28,0.8,8.24,230.72,7.93
22.81,170,9.2,4.82,819.4,5.16
132.84,336,27.6,6.74,2264.64,6.64
47.18,76,9.7,4.36,331.36,14.75
28.13,116,7.6,5.59,648.44,2.77
134.42,69,16.1,0.59,40.71,8.34
143.79,354,24.7,6.97,2467.38,1.93
130.7,234,3.2,0.54,126.36,5.12
123.33,1,28.3,8.17,8.17,8.15
101.73,167,23.9,8.25,1377.75,14.23
87.12,352,5.5,2.38,837.76,6.17
22.18,218,21.4,3.24,706.32,1.44
67.18,273,11.6,4.82,1315.86,6.13
62.18,368,12.1,5.97,2196.96,2.61
46.37,251,23.5,2.88,722.88,3.83
111.28,347,28.9,5.93,2057.71,9.46
79.42,344,3.9,2.98,1025.12,1.48
21.35,419,12.7,0.56,234.64,7.24
40.83,174,14.5,0.04,6.96,9.34
105.66,170,11.4,1.02,173.4,6.62
20.66,246,11.0,7.92,1948.32,0.78
129.17,423,1.7,9.61,4065.03,14.79
79.32,90,20.6,4.28,385.2,5.82
77.28,49,13.1,5.13,251.37,11.79
92.94,446,5.9,1.48,660.08,5.22
125.46,294,24.5,5.51,1619.94,7.39
58.69,407,24.1,1.46,594.22,6.13
104.92,150,14.6,6.12,918.0,5.47
89.2,132,9.0,9.33,1231.56,0.82
47.38,433,19.2,1.97,853.01,5.72
133.01,59,8.7,7.65,451.35,13.4
121.64,457,7.2,0.24,109.68,10.51
102.18,324,21.9,3.76,1218.24,2.61
129.08,199,1.3,1.12,222.88,9.07
131.42,215,2.9,3.53,758.95,13.44
109.17,386,0.3,1.74,671.64,10.65
127.18,49,4.7,3.74,183.26,2.66
107.65,472,2.2,4.18,1972.96,13.08
105.22,232,29.9,3.01,698.32,4.87
96.61,247,8.7,6.57,1622.79,7.08
115.38,382,4.6,9.19,3510.58,8.13
32.2,479,7.3,4.01,1920.79,12.83
133.32,239,28.1,1.93,461.27,14.01
132.06,415,15.7,2.71,1124.65,13.98
14.09,367,11.0,8.54,3134.18,0.62
125.61,168,26.2,5.72,960.96,13.87
28.04,48,11.9,4.56,218.88,1.29
56.92,51,10.1,1.5,76.5,4.35
114.09,299,6.3,4.5,1345.5,7.97
32.51,98,11.4,2.79,273.42,7.46
124.52,439,9.6,9.43,4139.77,9.27
126.5,216,20.4,8.84,1909.44,7.45
81.05,177,8.8,0.85,150.45,14.05
10.89,380,17.4,5.17,1964.6,3.99
50.19,474,2.1,2.26,1071.24,4.47
96.37,80,5.8,4.11,328.8,13.85
147.37,185,12.3,8.77,1622.45,1.61
98.45,367,28.1,5.28,1937.76,9.34
46.37,461,11.4,3.35,1544.35,10.39
98.76,399,20.0,2.09,833.91,7.83
85.6,27,7.7,8.01,216.27,10.57
119.18,452,3.9,6.25,2825.0,3.0
24.98,464,1.9,4.69,2176.16,12.86
116.54,448,9.2,2.18,976.64,2.53
85.78,478,4.8,3.35,1601.3,6.31
144.82,492,5.3,9.6,4723.2,1.59
57.86,414,22.8,5.21,2156.94,8.41
98.57,420,0.6,4.01,1684.2,10.21
140.48,195,16.8,5.22,1017.9,14.15
24.35,214,11.4,7.79,1667.06,11.22
141.21,369,15.2,3.41,1258.29,8.35
106.3,342,16.9,1.8,615.6,14.02
19.5,114,9.5,5.85,666.9,7.44
52.13,242,8.9,6.66,1611.72,8.64
109.14,124,22.0,7.13,884.12,9.14
19.43,305,26.2,8.82,2690.1,6.44
91.5,76,5.9,3.72,282.72,12.66
58.42,311,3.0,0.76,236.36,3.19
96.93,469,26.9,9.58,4493.02,8.55
16.4,312,10.6,4.36,1360.32,10.97
132.02,196,16.6,6.24,1223.04,13.61
146.29,351,10.9,6.67,2341.17,13.32
145.64,44,3.9,5.47,240.68,7.88
114.95,415,17.7,2.06,854.9,9.83
28.21,186,15.8,7.55,1404.3,6.22
116.16,343,6.2,8.04,2757.72,7.29
13.44,246,13.6,5.53,1360.38,13.64
13.1,437,23.9,4.89,2136.93,14.0
55.31,84,17.8,1.15,96.6,13.48
78.41,207,3.0,0.85,175.95,2.51
117.86,151,16.5,3.4,513.4,12.83
105.66,156,21.1,3.12,486.72,14.25
72.43,16,23.8,9.54,152.64,5.74
48.31,165,18.9,7.84,1293.6,8.02
149.6,405,4.7,6.6,2673.0,11.8
69.67,463,21.3,5.18,2398.34,8.65
73.19,145,20.4,1.68,243.6,14.91
32.91,498,0.8,9.78,4870.44,7.11
121.27,37,12.4,3.76,139.12,10.85
107.12,333,10.1,1.08,359.64,11.99
40.91,403,20.1,4.94,1990.82,7.66
21.53,414,6.6,8.74,3618.36,12.93
105.27,45,17.8,8.87,399.15,8.42
101.63,402,27.4,0.12,48.24,6.47
48.26,206,24.0,8.86,1825.16,2.06
143.12,62,27.7,2.72,168.64,6.2
31.15,420,29.4,0.4,168.0,11.14
70.53,356,0.4,8.48,3018.88,13.86
142.11,468,18.7,8.64,4043.52,4.15
68.76,308,12.4,5.97,1838.76,5.65
99.39,19,25.8,5.75,109.25,2.73
65.66,365,7.6,8.13,2967.45,10.52
48.39,300,29.4,7.87,2361.0,14.42
147.76,7,18.4,8.9,62.3,9.79
67.31,249,23.8,5.53,1376.97,9.45
135.17,428,2.7,9.68,4143.04,8.53
42.19,117,5.6,9.96,1165.32,1.78
39.83,68,22.8,1.17,79.56,11.08
14.36,34,0.8,8.5,289.0,9.23
101.23,194,24.5,5.0,970.0,10.09
61.59,325,0.5,3.88,1261.0,13.53
131.01,55,19.7,6.13,337.15,11.87
76.25,266,11.0,0.57,151.62,11.82
145.55,480,18.4,5.07,2433.6,13.94
